time 	 force 	 position
0.432103	0 0	0 0
0.43314	0 0	0 0
0.434178	0 0	0 0
0.435113	0 0	0 0
0.436131	0 0	0 0
0.437126	0 0	0 0
0.438126	0 0	0 0
0.439125	0 0	0 0
0.440125	0 0	0 0
0.441124	0 0	0 0
0.442125	0 0	0 0
0.443125	0 0	0 0
0.444124	0 0	0 0
0.445125	0 0	0 0
0.446125	0 0	0 0
0.447124	0 0	0 0
0.448124	0 0	0 0
0.449127	0 0	0 0
0.450133	0 0	0 0
0.451108	0 0	0 0
0.452107	0 0	0 0
0.453111	0 0	0 0
0.454105	0 0	0 0
0.455103	0 0	0 0
0.456102	0 0	0 0
0.457102	0 0	0 0
0.458103	0 0	0 0
0.459103	0 0	0 0
0.460102	0 0	0 0
0.461102	0 0	0 0
0.462102	0 0	0 0
0.463102	0 0	0 0
0.464101	0 0	0 0
0.465112	0 0	0 0
0.466142	0 0	0 0
0.467135	0 0	0 0
0.468127	0 0	0 0
0.469125	0 0	0 0
0.470125	0 0	0 0
0.471124	0 0	0 0
0.472124	0 0	0 0
0.473124	0 0	0 0
0.474125	0 0	0 0
0.475124	0 0	0 0
0.476124	0 0	0 0
0.477124	0 0	0 0
0.478124	0 0	0 0
0.479123	0 0	0 0
0.480123	0 0	0 0
0.481123	0 0	0 0
0.482125	0 0	0 0
0.483125	0 0	0 0
0.484124	0 0	0 0
0.485124	0 0	0 0
0.486124	0 0	0 0
0.487123	0 0	0 0
0.488123	0 0	0 0
0.489123	0 0	0 0
0.490124	0 0	0 0
0.491124	0 0	0 0
0.492125	0 0	0 0
0.493124	0 0	0 0
0.494128	0 0	0 0
0.495125	0 0	0 0
0.496124	0 0	0 0
0.497124	0 0	0 0
0.498126	0 0	0 0
0.499129	0 0	0 0
0.500135	0 0	0 0
0.501126	0 0	0 0
0.502125	0 0	0 0
0.503124	0 0	0 0
0.504123	0 0	0 0
0.505126	0 0	0 0
0.506129	0 0	0 0
0.507126	0 0	0 0
0.508124	0 0	0 0
0.509124	0 0	0 0
0.510125	0 0	0 0
0.511124	0 0	0 0
0.512124	0 0	0 0
0.513123	0 0	0 0
0.514125	0 0	0 0
0.515124	0 0	0 0
0.516127	0 0	0 0
0.517125	0 0	0 0
0.518126	0 0	0 0
0.519124	0 0	0 0
0.520123	0 0	0 0
0.521123	0 0	0 0
0.522125	0 0	0 0
0.523124	0 0	0 0
0.524124	0 0	0 0
0.525124	0 0	0 0
0.526125	0 0	0 0
0.527125	0 0	0 0
0.528103	0 0	0 0
0.529101	0 0	0 0
0.530105	0 0	0 0
0.531121	0 0	0 0
0.532115	0 0	0 0
0.533115	0 0	0 0
0.534104	0 0	0 0
0.535102	0 0	0 0
0.536101	0 0	0 0
0.537101	0 0	0 0
0.538103	0 0	0 0
0.539102	0 0	0 0
0.540102	0 0	0 0
0.541102	0 0	0 0
0.542103	0 0	0 0
0.543101	0 0	0 0
0.544101	0 0	0 0
0.545102	0 0	0 0
0.546103	0 0	0 0
0.547101	0 0	0 0
0.548103	0 0	0 0
0.549105	0 0	0 0
0.550104	0 0	0 0
0.551102	0 0	0 0
0.552101	0 0	0 0
0.553101	0 0	0 0
0.554103	0 0	0 0
0.555102	0 0	0 0
0.556102	0 0	0 0
0.557101	0 0	0 0
0.558106	0 0	0 0
0.559103	0 0	0 0
0.560101	0 0	0 0
0.561102	0 0	0 0
0.562103	0 0	0 0
0.563102	0 0	0 0
0.564103	0 0	0 0
0.565146	0 0	0 0
0.566109	0 0	0 0
0.567101	0 0	0 0
0.5681	0 0	0 0
0.569101	0 0	0 0
0.570101	0 0	0 0
0.5711	0 0	0 0
0.572099	0 0	0 0
0.573099	0 0	0 0
0.574101	0 0	0 0
0.575099	0 0	0 0
0.576099	0 0	0 0
0.577098	0 0	0 0
0.578101	0 0	0 0
0.5791	0 0	0 0
0.580099	0 0	0 0
0.581111	0 0	0 0
0.582105	0 0	0 0
0.583104	0 0	0 0
0.584101	0 0	0 0
0.5851	0 0	0 0
0.586102	0 0	0 0
0.5871	0 0	0 0
0.5881	0 0	0 0
0.5891	0 0	0 0
0.590101	0 0	0 0
0.5911	0 0	0 0
0.5921	0 0	0 0
0.5931	0 0	0 0
0.594101	0 0	0 0
0.5951	0 0	0 0
0.596129	0 0	0 0
0.59711	0 0	0 0
0.598158	0 0	0 0
0.599122	0 0	0 0
0.600147	0 0	0 0
0.601127	0 0	0 0
0.602128	0 0	0 0
0.603125	0 0	0 0
0.604124	0 0	0 0
0.605126	0 0	0 0
0.606125	0 0	0 0
0.607124	0 0	0 0
0.608125	0 0	0 0
0.609124	0 0	0 0
0.610125	0 0	0 0
0.611124	0 0	0 0
0.612123	0 0	0 0
0.613124	0 0	0 0
0.614124	0 0	0 0
0.615123	0 0	0 0
0.616123	0 0	0 0
0.617126	0 0	0 0
0.618124	0 0	0 0
0.619123	0 0	0 0
0.620123	0 0	0 0
0.621123	0 0	0 0
0.622124	0 0	0 0
0.623123	0 0	0 0
0.624123	0 0	0 0
0.625123	0 0	0 0
0.626125	0 0	0 0
0.627124	0 0	0 0
0.628124	0 0	0 0
0.629125	0 0	0 0
0.630125	0 0	0 0
0.631124	0 0	0 0
0.632126	0 0	0 0
0.633133	0 0	0 0
0.634126	0 0	0 0
0.635124	0 0	0 0
0.636124	0 0	0 0
0.637124	0 0	0 0
0.638125	0 0	0 0
0.639124	0 0	0 0
0.640124	0 0	0 0
0.641124	0 0	0 0
0.642124	0 0	0 0
0.643124	0 0	0 0
0.644124	0 0	0 0
0.645123	0 0	0 0
0.646125	0 0	0 0
0.647126	0 0	0 0
0.648126	0 0	0 0
0.649124	0 0	0 0
0.650126	0 0	0 0
0.651124	0 0	0 0
0.652124	0 0	0 0
0.653124	0 0	0 0
0.654127	0 0	0 0
0.655125	0 0	0 0
0.656125	0 0	0 0
0.657124	0 0	0 0
0.658126	0 0	0 0
0.659124	0 0	0 0
0.660124	0 0	0 0
0.661123	0 0	0 0
0.662125	0 0	0 0
0.663124	0 0	0 0
0.664126	0 0	0 0
0.665116	0 0	0 0
0.666128	0 0	0 0
0.667106	0 0	0 0
0.668101	0 0	0 0
0.669102	0 0	0 0
0.670104	0 0	0 0
0.6711	0 0	0 0
0.672124	0 0	0 0
0.673124	0 0	0 0
0.674126	0 0	0 0
0.675125	0 0	0 0
0.676124	0 0	0 0
0.677124	0 0	0 0
0.678124	0 0	0 0
0.679124	0 0	0 0
0.680129	0 0	0 0
0.681125	0 0	0 0
0.682126	0 0	0 0
0.683125	0 0	0 0
0.684124	0 0	0 0
0.685125	0 0	0 0
0.686124	0 0	0 0
0.687124	0 0	0 0
0.688123	0 0	0 0
0.689125	0 0	0 0
0.690108	0 0	0 0
0.691101	0 0	0 0
0.692103	0 0	0 0
0.693117	0 0	0 0
0.694109	0 0	0 0
0.695105	0 0	0 0
0.696103	0 0	0 0
0.697122	0 0	0 0
0.698126	0 0	0 0
0.699155	0 0	0 0
0.70012	0 0	0 0
0.701106	0 0	0 0
0.702103	0 0	0 0
0.703103	0 0	0 0
0.704102	0 0	0 0
0.705102	0 0	0 0
0.706129	0 0	0 0
0.707109	0 0	0 0
0.708104	0 0	0 0
0.709103	0 0	0 0
0.710102	0 0	0 0
0.711103	0 0	0 0
0.712102	0 0	0 0
0.713104	0 0	0 0
0.714109	0 0	0 0
0.715102	0 0	0 0
0.716104	0 0	0 0
0.717105	0 0	0 0
0.718103	0 0	0 0
0.719102	0 0	0 0
0.720103	0 0	0 0
0.721102	0 0	0 0
0.722102	0 0	0 0
0.723102	0 0	0 0
0.724101	0 0	0 0
0.725103	0 0	0 0
0.726102	0 0	0 0
0.727109	0 0	0 0
0.728102	0 0	0 0
0.7291	0 0	0 0
0.730104	0 0	0 0
0.731101	0 0	0 0
0.732108	0 0	0 0
0.733127	0 0	0 0
0.734105	0 0	0 0
0.735104	0 0	0 0
0.736102	0 0	0 0
0.737102	0 0	0 0
0.738105	0 0	0 0
0.739104	0 0	0 0
0.740101	0 0	0 0
0.7411	0 0	0 0
0.742101	0 0	0 0
0.743103	0 0	0 0
0.744102	0 0	0 0
0.745102	0 0	0 0
0.746111	0 0	0 0
0.747103	0 0	0 0
0.748103	0 0	0 0
0.749101	0 0	0 0
0.750102	0 0	0 0
0.751104	0 0	0 0
0.752102	0 0	0 0
0.753101	0 0	0 0
0.754103	0 0	0 0
0.755101	0 0	0 0
0.756101	0 0	0 0
0.757101	0 0	0 0
0.758102	0 0	0 0
0.759102	0 0	0 0
0.760101	0 0	0 0
0.761101	0 0	0 0
0.762103	0 0	0 0
0.763103	0 0	0 0
0.764101	0 0	0 0
0.765139	0 0	0 0
0.766142	0 0	0 0
0.76713	0 0	0 0
0.768124	0 0	0 0
0.769124	0 0	0 0
0.770125	0 0	0 0
0.771124	0 0	0 0
0.772126	0 0	0 0
0.773124	0 0	0 0
0.774124	0 0	0 0
0.775123	0 0	0 0
0.776125	0 0	0 0
0.777124	0 0	0 0
0.778125	0 0	0 0
0.779124	0 0	0 0
0.780124	0 0	0 0
0.781124	0 0	0 0
0.782126	0 0	0 0
0.783125	0 0	0 0
0.784124	0 0	0 0
0.785125	0 0	0 0
0.786124	0 0	0 0
0.787125	0 0	0 0
0.788124	0 0	0 0
0.789124	0 0	0 0
0.790124	0 0	0 0
0.791124	0 0	0 0
0.792129	0 0	0 0
0.793125	0 0	0 0
0.794126	0 0	0 0
0.795125	0 0	0 0
0.796125	0 0	0 0
0.797124	0 0	0 0
0.798126	0 0	0 0
0.799137	0 0	0 0
0.80013	0 0	0 0
0.801125	0 0	0 0
0.802125	0 0	0 0
0.803124	0 0	0 0
0.804124	0 0	0 0
0.805124	0 0	0 0
0.806125	0 0	0 0
0.807125	0 0	0 0
0.808124	0 0	0 0
0.809125	0 0	0 0
0.810125	0 0	0 0
0.811124	0 0	0 0
0.812127	0 0	0 0
0.813125	0 0	0 0
0.814125	0 0	0 0
0.815124	0 0	0 0
0.816124	0 0	0 0
0.817124	0 0	0 0
0.818125	0 0	0 0
0.819124	0 0	0 0
0.820125	0 0	0 0
0.821124	0 0	0 0
0.822124	0 0	0 0
0.823124	0 0	0 0
0.824124	0 0	0 0
0.825124	0 0	0 0
0.826125	0 0	0 0
0.827124	0 0	0 0
0.828125	0 0	0 0
0.829125	0 0	0 0
0.830125	0 0	0 0
0.831125	0 0	0 0
0.832128	0 0	0 0
0.833139	0 0	0 0
0.834127	0 0	0 0
0.835125	0 0	0 0
0.836124	0 0	0 0
0.837124	0 0	0 0
0.838125	0 0	0 0
0.839124	0 0	0 0
0.840124	0 0	0 0
0.841124	0 0	0 0
0.842125	0 0	0 0
0.843125	0 0	0 0
0.844124	0 0	0 0
0.845124	0 0	0 0
0.846126	0 0	0 0
0.847127	0 0	0 0
0.848125	0 0	0 0
0.849126	0 0	0 0
0.850127	0 0	0 0
0.851125	0 0	0 0
0.852124	0 0	0 0
0.853126	0 0	0 0
0.854125	0 0	0 0
0.855124	0 0	0 0
0.856124	0 0	0 0
0.857124	0 0	0 0
0.858125	0 0	0 0
0.859125	0 0	0 0
0.860124	0 0	0 0
0.861125	0 0	0 0
0.862124	0 0	0 0
0.863126	0 0	0 0
0.864124	0 0	0 0
0.865127	0 0	0 0
0.866126	0 0	0 0
0.867128	0 0	0 0
0.868125	0 0	0 0
0.869125	0 0	0 0
0.870125	0 0	0 0
0.871124	0 0	0 0
0.872124	0 0	0 0
0.873126	0 0	0 0
0.874126	0 0	0 0
0.875125	0 0	0 0
0.876124	0 0	0 0
0.877125	0 0	0 0
0.878125	0 0	0 0
0.879124	0 0	0 0
0.880125	0 0	0 0
0.881124	0 0	0 0
0.882125	0 0	0 0
0.883125	0 0	0 0
0.884124	0 0	0 0
0.885125	0 0	0 0
0.886124	0 0	0 0
0.887124	0 0	0 0
0.888124	0 0	0 0
0.889124	0 0	0 0
0.890124	0 0	0 0
0.891124	0 0	0 0
0.892124	0 0	0 0
0.893124	0 0	0 0
0.894127	0 0	0 0
0.895124	0 0	0 0
0.896125	0 0	0 0
0.897125	0 0	0 0
0.898124	0 0	0 0
0.899132	0 0	0 0
0.900136	0 0	0 0
0.901127	0 0	0 0
0.902126	0 0	0 0
0.903124	0 0	0 0
0.904124	0 0	0 0
0.905124	0 0	0 0
0.906125	0 0	0 0
0.907125	0 0	0 0
0.908112	0 0	0 0
0.909104	0 0	0 0
0.910105	0 0	0 0
0.911102	0 0	0 0
0.912104	0 0	0 0
0.913132	0 0	0 0
0.914108	0 0	0 0
0.915104	0 0	0 0
0.916117	0 0	0 0
0.917106	0 0	0 0
0.918533	0 0	0 0
0.919131	0 0	0 0
0.920101	0 0	0 0
0.9211	0 0	0 0
0.922105	0 0	0 0
0.923101	0 0	0 0
0.9241	0 0	0 0
0.925099	0 0	0 0
0.9261	0 0	0 0
0.9271	0 0	0 0
0.928103	0 0	0 0
0.9291	0 0	0 0
0.930106	0 0	0 0
0.931111	0 0	0 0
0.932131	0 0	0 0
0.93313	0 0	0 0
0.934133	0 0	0 0
0.93511	0 0	0 0
0.936103	0 0	0 0
0.937103	0 0	0 0
0.938103	0 0	0 0
0.939102	0 0	0 0
0.940103	0 0	0 0
0.941103	0 0	0 0
0.942102	0 0	0 0
0.943102	0 0	0 0
0.944102	0 0	0 0
0.945102	0 0	0 0
0.946102	0 0	0 0
0.947104	0 0	0 0
0.948166	0 0	0 0
0.949236	0 0	0 0
0.950106	0 0	0 0
0.951129	0 0	0 0
0.952102	0 0	0 0
0.953103	0 0	0 0
0.954102	0 0	0 0
0.955104	0 0	0 0
0.956102	0 0	0 0
0.957102	0 0	0 0
0.958102	0 0	0 0
0.959102	0 0	0 0
0.960102	0 0	0 0
0.961102	0 0	0 0
0.962102	0 0	0 0
0.963207	0 0	0 0
0.964103	0 0	0 0
0.965103	0 0	0 0
0.966123	0 0	0 0
0.96712	0 0	0 0
0.968105	0 0	0 0
0.969102	0 0	0 0
0.970102	0 0	0 0
0.971102	0 0	0 0
0.972103	0 0	0 0
0.973102	0 0	0 0
0.974103	0 0	0 0
0.975103	0 0	0 0
0.976102	0 0	0 0
0.977102	0 0	0 0
0.978103	0 0	0 0
0.979102	0 0	0 0
0.980104	0 0	0 0
0.981102	0 0	0 0
0.982108	0 0	0 0
0.983114	0 0	0 0
0.984102	0 0	0 0
0.985103	0 0	0 0
0.9861	0 0	0 0
0.987101	0 0	0 0
0.9881	0 0	0 0
0.9891	0 0	0 0
0.9901	0 0	0 0
0.9911	0 0	0 0
0.992099	0 0	0 0
0.993102	0 0	0 0
0.9941	0 0	0 0
0.995101	0 0	0 0
0.996101	0 0	0 0
0.997102	0 0	0 0
0.998103	0 0	0 0
0.999102	0 0	0 0
1.00013	0 0	0 0
1.00111	0 0	0 0
1.0021	0 0	0 0
1.0031	0 0	0 0
1.0041	0 0	0 0
1.0051	0 0	0 0
1.0061	0 0	0 0
1.0071	0 0	0 0
1.0081	0 0	0 0
1.00911	0 0	0 0
1.01011	0 0	0 0
1.0111	0 0	0 0
1.0121	0 0	0 0
1.01311	0 0	0 0
1.0141	0 0	0 0
1.0151	0 0	0 0
1.0161	0 0	0 0
1.01745	0 0	0 0
1.01824	0 0	0 0
1.01913	0 0	0 0
1.0201	0 0	0 0
1.0211	0 0	0 0
1.0221	0 0	0 0
1.0231	0 0	0 0
1.0241	0 0	0 0
1.0251	0 0	0 0
1.0261	0 0	0 0
1.02711	0 0	0 0
1.0281	0 0	0 0
1.0291	0 0	0 0
1.03013	0 0	0 0
1.03111	0 0	0 0
1.03214	0 0	0 0
1.0337	0 0	0 0
1.03469	0 0	0 0
1.03515	0 0	0 0
1.03611	0 0	0 0
1.0371	0 0	0 0
1.0381	0 0	0 0
1.0391	0 0	0 0
1.0401	0 0	0 0
1.0411	0 0	0 0
1.0421	0 0	0 0
1.0431	0 0	0 0
1.0441	0 0	0 0
1.0451	0 0	0 0
1.0461	0 0	0 0
1.0471	0 0	0 0
1.0481	0 0	0 0
1.0491	0 0	0 0
1.0501	0 0	0 0
1.0511	0 0	0 0
1.0521	0 0	0 0
1.0531	0 0	0 0
1.0541	0 0	0 0
1.0551	0 0	0 0
1.0561	0 0	0 0
1.0571	0 0	0 0
1.0581	0 0	0 0
1.0591	0 0	0 0
1.0601	0 0	0 0
1.0611	0 0	0 0
1.0621	0 0	0 0
1.0631	0 0	0 0
1.0641	0 0	0 0
1.0651	0 0	0 0
1.06612	0 0	0 0
1.06711	0 0	0 0
