time 	 force 	 position
0.0631553	0 0	0 0
0.0634302	0 0	0 0
0.0636548	0 0	0 0
0.0639304	0 0	0 0
0.0641554	0 0	0 0
0.0644306	0 0	0 0
0.0646548	0 0	0 0
0.0649566	0 0	0 0
0.0651568	0 0	0 0
0.0655052	0 0	0 0
0.0656782	0 0	0 0
0.0660085	0 0	0 0
0.0661995	0 0	0 0
0.0665375	0 0	0 0
0.0667278	0 0	0 0
0.0669143	0 0	0 0
0.0672541	0 0	0 0
0.0674434	0 0	0 0
0.0676835	0 0	0 0
0.0679311	0 0	0 0
0.0681556	0 0	0 0
0.0684308	0 0	0 0
0.0686558	0 0	0 0
0.0689316	0 0	0 0
0.0691555	0 0	0 0
0.0694332	0 0	0 0
0.0696383	0 0	0 0
0.0699377	0 0	0 0
0.0701595	0 0	0 0
0.070432	0 0	0 0
0.0706583	0 0	0 0
0.0709321	0 0	0 0
0.0711558	0 0	0 0
0.0714305	0 0	0 0
0.0716559	0 0	0 0
0.0719306	0 0	0 0
0.072157	0 0	0 0
0.0724319	0 0	0 0
0.0726555	0 0	0 0
0.0729304	0 0	0 0
0.0731553	0 0	0 0
0.0734313	0 0	0 0
0.0736555	0 0	0 0
0.0739329	0 0	0 0
0.0741562	0 0	0 0
0.0747008	0 0	0 0
0.0749369	0 0	0 0
0.0750853	0 0	0 0
0.0752359	0 0	0 0
0.0753317	0 0	0 0
0.0756826	0 0	0 0
0.0759315	0 0	0 0
0.076156	0 0	0 0
0.0764312	0 0	0 0
0.0766559	0 0	0 0
0.0769308	0 0	0 0
0.0771559	0 0	0 0
0.0774307	0 0	0 0
0.0776561	0 0	0 0
0.0779321	0 0	0 0
0.0781558	0 0	0 0
0.0784303	0 0	0 0
0.0786571	0 0	0 0
0.0789305	0 0	0 0
0.0791557	0 0	0 0
0.0794309	0 0	0 0
0.0796557	0 0	0 0
0.0799311	0 0	0 0
0.0801553	0 0	0 0
0.0804302	0 0	0 0
0.0806551	0 0	0 0
0.0809305	0 0	0 0
0.0811554	0 0	0 0
0.0814452	0 0	0 0
0.0816609	0 0	0 0
0.0819311	0 0	0 0
0.0821561	0 0	0 0
0.0824308	0 0	0 0
0.0826582	0 0	0 0
0.0829322	0 0	0 0
0.083156	0 0	0 0
0.0834302	0 0	0 0
0.083656	0 0	0 0
0.0839301	0 0	0 0
0.0841557	0 0	0 0
0.0844303	0 0	0 0
0.0846553	0 0	0 0
0.0849297	0 0	0 0
0.0851555	0 0	0 0
0.0854303	0 0	0 0
0.0856555	0 0	0 0
0.0859304	0 0	0 0
0.0861556	0 0	0 0
0.0864304	0 0	0 0
0.0866567	0 0	0 0
0.08693	0 0	0 0
0.0871558	0 0	0 0
0.0874306	0 0	0 0
0.0876571	0 0	0 0
0.0879313	0 0	0 0
0.0881553	0 0	0 0
0.0884305	0 0	0 0
0.0886548	0 0	0 0
0.08893	0 0	0 0
0.0891556	0 0	0 0
0.0894302	0 0	0 0
0.0896552	0 0	0 0
0.0899306	0 0	0 0
0.0901555	0 0	0 0
0.0904311	0 0	0 0
0.0906568	0 0	0 0
0.0909307	0 0	0 0
0.0911557	0 0	0 0
0.0914305	0 0	0 0
0.091655	0 0	0 0
0.0919297	0 0	0 0
0.0921555	0 0	0 0
0.0924303	0 0	0 0
0.0926562	0 0	0 0
0.0929303	0 0	0 0
0.0931554	0 0	0 0
0.0934333	0 0	0 0
0.0936557	0 0	0 0
0.0939304	0 0	0 0
0.0941753	0 0	0 0
0.0944341	0 0	0 0
0.0946624	0 0	0 0
0.0949336	0 0	0 0
0.0951585	0 0	0 0
0.0954332	0 0	0 0
0.0956565	0 0	0 0
0.0959319	0 0	0 0
0.0961569	0 0	0 0
0.0964321	0 0	0 0
0.0966566	0 0	0 0
0.0969312	0 0	0 0
0.0971559	0 0	0 0
0.097431	0 0	0 0
0.0976558	0 0	0 0
0.0979296	0 0	0 0
0.0981551	0 0	0 0
0.09843	0 0	0 0
0.0986587	0 0	0 0
0.0989306	0 0	0 0
0.0991564	0 0	0 0
0.0994304	0 0	0 0
0.0996554	0 0	0 0
0.0999307	0 0	0 0
0.100156	0 0	0 0
0.100433	0 0	0 0
0.100656	0 0	0 0
0.100931	0 0	0 0
0.101157	0 0	0 0
0.101431	0 0	0 0
0.101658	0 0	0 0
0.101934	0 0	0 0
0.102156	0 0	0 0
0.102435	0 0	0 0
0.10266	0 0	0 0
0.102931	0 0	0 0
0.103156	0 0	0 0
0.10343	0 0	0 0
0.103656	0 0	0 0
0.10393	0 0	0 0
0.104156	0 0	0 0
0.104431	0 0	0 0
0.104656	0 0	0 0
0.10493	0 0	0 0
0.105155	0 0	0 0
0.10543	0 0	0 0
0.105656	0 0	0 0
0.10593	0 0	0 0
0.106156	0 0	0 0
0.10643	0 0	0 0
0.106657	0 0	0 0
0.106932	0 0	0 0
0.107156	0 0	0 0
0.10743	0 0	0 0
0.107658	0 0	0 0
0.107932	0 0	0 0
0.108156	0 0	0 0
0.10843	0 0	0 0
0.108656	0 0	0 0
0.108931	0 0	0 0
0.109155	0 0	0 0
0.109431	0 0	0 0
0.109656	0 0	0 0
0.109931	0 0	0 0
0.110156	0 0	0 0
0.11043	0 0	0 0
0.110657	0 0	0 0
0.110931	0 0	0 0
0.111158	0 0	0 0
0.111431	0 0	0 0
0.111655	0 0	0 0
0.111931	0 0	0 0
0.112155	0 0	0 0
0.11243	0 0	0 0
0.112655	0 0	0 0
0.112931	0 0	0 0
0.113156	0 0	0 0
0.113431	0 0	0 0
0.113656	0 0	0 0
0.11393	0 0	0 0
0.114156	0 0	0 0
0.114431	0 0	0 0
0.114658	0 0	0 0
0.114931	0 0	0 0
0.115156	0 0	0 0
0.11543	0 0	0 0
0.115656	0 0	0 0
0.115931	0 0	0 0
0.116155	0 0	0 0
0.116431	0 0	0 0
0.116656	0 0	0 0
0.116932	0 0	0 0
0.117156	0 0	0 0
0.117431	0 0	0 0
0.117655	0 0	0 0
0.11793	0 0	0 0
0.118156	0 0	0 0
0.118431	0 0	0 0
0.118657	0 0	0 0
0.118931	0 0	0 0
0.119156	0 0	0 0
0.11943	0 0	0 0
0.119656	0 0	0 0
0.119931	0 0	0 0
0.120156	0 0	0 0
0.120431	0 0	0 0
0.120656	0 0	0 0
0.120931	0 0	0 0
0.121157	0 0	0 0
0.121432	0 0	0 0
0.121655	0 0	0 0
0.121929	0 0	0 0
0.122158	0 0	0 0
0.122431	0 0	0 0
0.122668	0 0	0 0
0.122931	0 0	0 0
0.123156	0 0	0 0
0.12343	0 0	0 0
0.123656	0 0	0 0
0.123931	0 0	0 0
0.124155	0 0	0 0
0.124431	0 0	0 0
0.124656	0 0	0 0
0.124931	0 0	0 0
0.125155	0 0	0 0
0.125431	0 0	0 0
0.125656	0 0	0 0
0.125931	0 0	0 0
0.126155	0 0	0 0
0.126431	0 0	0 0
0.126657	0 0	0 0
0.126931	0 0	0 0
0.127156	0 0	0 0
0.12743	0 0	0 0
0.127657	0 0	0 0
0.127931	0 0	0 0
0.128157	0 0	0 0
0.128434	0 0	0 0
0.128659	0 0	0 0
0.128933	0 0	0 0
0.129157	0 0	0 0
0.129431	0 0	0 0
0.129657	0 0	0 0
0.129931	0 0	0 0
0.130156	0 0	0 0
0.130431	0 0	0 0
0.13066	0 0	0 0
0.130931	0 0	0 0
0.131156	0 0	0 0
0.131431	0 0	0 0
0.131656	0 0	0 0
0.131931	0 0	0 0
0.132155	0 0	0 0
0.132432	0 0	0 0
0.132656	0 0	0 0
0.13293	0 0	0 0
0.133155	0 0	0 0
0.133431	0 0	0 0
0.133655	0 0	0 0
0.13393	0 0	0 0
0.134155	0 0	0 0
0.134431	0 0	0 0
0.134657	0 0	0 0
0.134932	0 0	0 0
0.135156	0 0	0 0
0.135431	0 0	0 0
0.135656	0 0	0 0
0.135931	0 0	0 0
0.136156	0 0	0 0
0.136432	0 0	0 0
0.136656	0 0	0 0
0.136932	0 0	0 0
0.137156	0 0	0 0
0.13743	0 0	0 0
0.137657	0 0	0 0
0.13793	0 0	0 0
0.138155	0 0	0 0
0.13843	0 0	0 0
0.138656	0 0	0 0
0.138931	0 0	0 0
0.139155	0 0	0 0
0.139431	0 0	0 0
0.139656	0 0	0 0
0.13993	0 0	0 0
0.140156	0 0	0 0
0.140431	0 0	0 0
0.140655	0 0	0 0
0.14093	0 0	0 0
0.141156	0 0	0 0
0.14143	0 0	0 0
0.141656	0 0	0 0
0.14193	0 0	0 0
0.142156	0 0	0 0
0.142446	0 0	0 0
0.142663	0 0	0 0
0.142935	0 0	0 0
0.143159	0 0	0 0
0.14343	0 0	0 0
0.143656	0 0	0 0
0.143931	0 0	0 0
0.144156	0 0	0 0
0.144431	0 0	0 0
0.144656	0 0	0 0
0.14493	0 0	0 0
0.145156	0 0	0 0
0.145431	0 0	0 0
0.145655	0 0	0 0
0.14593	0 0	0 0
0.146156	0 0	0 0
0.14643	0 0	0 0
0.146657	0 0	0 0
0.146931	0 0	0 0
0.147156	0 0	0 0
0.14743	0 0	0 0
0.147656	0 0	0 0
0.14793	0 0	0 0
0.148155	0 0	0 0
0.148431	0 0	0 0
0.148656	0 0	0 0
0.14893	0 0	0 0
0.149155	0 0	0 0
0.149432	0 0	0 0
0.149655	0 0	0 0
0.149931	0 0	0 0
0.150156	0 0	0 0
0.150473	0 0	0 0
0.150657	0 0	0 0
0.150931	0 0	0 0
0.151156	0 0	0 0
0.151431	0 0	0 0
0.151656	0 0	0 0
0.151931	0 0	0 0
0.152156	0 0	0 0
0.152431	0 0	0 0
0.152656	0 0	0 0
0.15293	0 0	0 0
0.153155	0 0	0 0
0.153431	0 0	0 0
0.153656	0 0	0 0
0.153931	0 0	0 0
0.154155	0 0	0 0
0.15443	0 0	0 0
0.154657	0 0	0 0
0.154931	0 0	0 0
0.155155	0 0	0 0
0.15543	0 0	0 0
0.155656	0 0	0 0
0.15593	0 0	0 0
0.156155	0 0	0 0
0.156431	0 0	0 0
0.156656	0 0	0 0
0.156932	0 0	0 0
0.157157	0 0	0 0
0.15743	0 0	0 0
0.157655	0 0	0 0
0.15793	0 0	0 0
0.158156	0 0	0 0
0.15843	0 0	0 0
0.158657	0 0	0 0
0.158931	0 0	0 0
0.159155	0 0	0 0
0.159431	0 0	0 0
0.159655	0 0	0 0
0.15993	0 0	0 0
0.160156	0 0	0 0
0.16043	0 0	0 0
0.160656	0 0	0 0
0.160931	0 0	0 0
0.161155	0 0	0 0
0.161437	0 0	0 0
0.16168	0 0	0 0
0.161935	0 0	0 0
0.162159	0 0	0 0
0.162432	0 0	0 0
0.162692	0 0	0 0
0.162932	0 0	0 0
0.163156	0 0	0 0
0.163432	0 0	0 0
0.163657	0 0	0 0
0.163932	0 0	0 0
0.164156	0 0	0 0
0.164431	0 0	0 0
0.164656	0 0	0 0
0.16493	0 0	0 0
0.165155	0 0	0 0
0.16543	0 0	0 0
0.165656	0 0	0 0
0.166012	0 0	0 0
0.1662	0 0	0 0
0.166532	0 0	0 0
0.166718	0 0	0 0
0.167013	0 0	0 0
0.16719	0 0	0 0
0.167502	0 0	0 0
0.167679	0 0	0 0
0.168002	0 0	0 0
0.168179	0 0	0 0
0.168501	0 0	0 0
0.168678	0 0	0 0
0.169001	0 0	0 0
0.169179	0 0	0 0
0.169501	0 0	0 0
0.169678	0 0	0 0
0.170001	0 0	0 0
0.170179	0 0	0 0
0.17052	0 0	0 0
0.1707	0 0	0 0
0.171002	0 0	0 0
0.17118	0 0	0 0
0.171501	0 0	0 0
0.171679	0 0	0 0
0.172001	0 0	0 0
0.172178	0 0	0 0
0.172501	0 0	0 0
0.172678	0 0	0 0
0.173	0 0	0 0
0.173177	0 0	0 0
0.173501	0 0	0 0
0.173678	0 0	0 0
0.174001	0 0	0 0
0.174177	0 0	0 0
0.174515	0 0	0 0
0.174693	0 0	0 0
0.175001	0 0	0 0
0.175178	0 0	0 0
0.175502	0 0	0 0
0.17568	0 0	0 0
0.176	0 0	0 0
0.176178	0 0	0 0
0.176501	0 0	0 0
0.176678	0 0	0 0
0.177002	0 0	0 0
0.177179	0 0	0 0
0.1775	0 0	0 0
0.177676	0 0	0 0
0.178001	0 0	0 0
0.178178	0 0	0 0
0.178514	0 0	0 0
0.178693	0 0	0 0
0.179001	0 0	0 0
0.179179	0 0	0 0
0.179501	0 0	0 0
0.179678	0 0	0 0
0.18	0 0	0 0
0.180177	0 0	0 0
0.180501	0 0	0 0
0.180678	0 0	0 0
0.181001	0 0	0 0
0.181178	0 0	0 0
0.181502	0 0	0 0
0.181679	0 0	0 0
0.182001	0 0	0 0
0.182178	0 0	0 0
0.182514	0 0	0 0
0.182663	0 0	0 0
0.182935	0 0	0 0
0.183158	0 0	0 0
0.183432	0 0	0 0
0.183656	0 0	0 0
0.18395	0 0	0 0
0.184157	0 0	0 0
0.184431	0 0	0 0
0.184655	0 0	0 0
0.184931	0 0	0 0
0.185156	0 0	0 0
0.18543	0 0	0 0
0.185691	0 0	0 0
0.185931	0 0	0 0
0.186156	0 0	0 0
0.18643	0 0	0 0
0.186656	0 0	0 0
0.186931	0 0	0 0
0.187155	0 0	0 0
0.187432	0 0	0 0
0.187655	0 0	0 0
0.18793	0 0	0 0
0.188156	0 0	0 0
0.188431	0 0	0 0
0.188655	0 0	0 0
0.188931	0 0	0 0
0.189155	0 0	0 0
0.189431	0 0	0 0
0.189655	0 0	0 0
0.18993	0 0	0 0
0.190156	0 0	0 0
0.19043	0 0	0 0
0.190656	0 0	0 0
0.190932	0 0	0 0
0.191155	0 0	0 0
0.19143	0 0	0 0
0.191656	0 0	0 0
0.19193	0 0	0 0
0.192155	0 0	0 0
0.19243	0 0	0 0
0.192656	0 0	0 0
0.19293	0 0	0 0
0.193155	0 0	0 0
0.193431	0 0	0 0
0.193656	0 0	0 0
0.19393	0 0	0 0
0.194155	0 0	0 0
0.194431	0 0	0 0
0.194658	0 0	0 0
0.19493	0 0	0 0
0.195157	0 0	0 0
0.195432	0 0	0 0
0.195657	0 0	0 0
0.195932	0 0	0 0
0.196155	0 0	0 0
0.196432	0 0	0 0
0.196655	0 0	0 0
0.19693	0 0	0 0
0.197222	0 0	0 0
0.197432	0 0	0 0
0.197655	0 0	0 0
0.19793	0 0	0 0
0.198155	0 0	0 0
0.198481	0 0	0 0
0.198656	0 0	0 0
0.19897	0 0	0 0
0.199158	0 0	0 0
0.199432	0 0	0 0
0.199655	0 0	0 0
0.19993	0 0	0 0
0.200155	0 0	0 0
0.20043	0 0	0 0
0.200658	0 0	0 0
0.200933	0 0	0 0
0.201155	0 0	0 0
0.201431	0 0	0 0
0.201656	0 0	0 0
0.201939	0 0	0 0
0.202157	0 0	0 0
0.202431	0 0	0 0
0.202658	0 0	0 0
0.202938	0 0	0 0
0.203159	0 0	0 0
0.203432	0 0	0 0
0.203655	0 0	0 0
0.20393	0 0	0 0
0.204155	0 0	0 0
0.204431	0 0	0 0
0.204675	0 0	0 0
0.204932	0 0	0 0
0.205155	0 0	0 0
0.20543	0 0	0 0
0.205655	0 0	0 0
0.20593	0 0	0 0
0.206156	0 0	0 0
0.20643	0 0	0 0
0.206657	0 0	0 0
0.206931	0 0	0 0
0.207155	0 0	0 0
0.20743	0 0	0 0
0.207655	0 0	0 0
0.20793	0 0	0 0
0.208156	0 0	0 0
0.20843	0 0	0 0
0.208655	0 0	0 0
0.20893	0 0	0 0
0.209155	0 0	0 0
0.209431	0 0	0 0
0.209655	0 0	0 0
0.20993	0 0	0 0
0.210155	0 0	0 0
0.21043	0 0	0 0
0.210656	0 0	0 0
0.21093	0 0	0 0
0.211155	0 0	0 0
0.211431	0 0	0 0
0.211656	0 0	0 0
0.211932	0 0	0 0
0.212156	0 0	0 0
0.212431	0 0	0 0
0.212656	0 0	0 0
0.212932	0 0	0 0
0.213155	0 0	0 0
0.21343	0 0	0 0
0.213655	0 0	0 0
0.21393	0 0	0 0
0.214156	0 0	0 0
0.21443	0 0	0 0
0.214657	0 0	0 0
0.214932	0 0	0 0
0.215158	0 0	0 0
0.215431	0 0	0 0
0.215687	0 0	0 0
0.215948	0 0	0 0
0.216157	0 0	0 0
0.216431	0 0	0 0
0.216656	0 0	0 0
0.216931	0 0	0 0
0.217158	0 0	0 0
0.217431	0 0	0 0
0.217655	0 0	0 0
0.217931	0 0	0 0
0.218156	0 0	0 0
0.218431	0 0	0 0
0.218657	0 0	0 0
0.21893	0 0	0 0
0.219156	0 0	0 0
0.219431	0 0	0 0
0.219655	0 0	0 0
0.219931	0 0	0 0
0.220184	0 0	0 0
0.220433	0 0	0 0
0.220655	0 0	0 0
0.22093	0 0	0 0
0.221155	0 0	0 0
0.221431	0 0	0 0
0.221655	0 0	0 0
0.221933	0 0	0 0
0.222156	0 0	0 0
0.22243	0 0	0 0
0.222657	0 0	0 0
0.22293	0 0	0 0
0.223156	0 0	0 0
0.223431	0 0	0 0
0.223656	0 0	0 0
0.223931	0 0	0 0
0.224156	0 0	0 0
0.224431	0 0	0 0
0.224655	0 0	0 0
0.22493	0 0	0 0
0.225156	0 0	0 0
0.225431	0 0	0 0
0.225656	0 0	0 0
0.225932	0 0	0 0
0.226155	0 0	0 0
0.22643	0 0	0 0
0.226657	0 0	0 0
0.22693	0 0	0 0
0.227156	0 0	0 0
0.227431	0 0	0 0
0.227656	0 0	0 0
0.22793	0 0	0 0
0.228156	0 0	0 0
0.228431	0 0	0 0
0.228659	0 0	0 0
0.228938	0 0	0 0
0.229156	0 0	0 0
0.229433	0 0	0 0
0.229656	0 0	0 0
0.229932	0 0	0 0
0.230156	0 0	0 0
0.23054	0 0	0 0
0.230697	0 0	0 0
0.230943	0 0	0 0
0.231158	0 0	0 0
0.231503	0 0	0 0
0.23164	0 0	0 0
0.231934	0 0	0 0
0.23216	0 0	0 0
0.232446	0 0	0 0
0.232664	0 0	0 0
0.232935	0 0	0 0
0.23318	0 0	0 0
0.233434	0 0	0 0
0.233658	0 0	0 0
0.233931	0 0	0 0
0.234178	0 0	0 0
0.234433	0 0	0 0
0.234657	0 0	0 0
0.234931	0 0	0 0
0.235177	0 0	0 0
0.235433	0 0	0 0
0.235656	0 0	0 0
0.23593	0 0	0 0
0.236178	0 0	0 0
0.236433	0 0	0 0
0.236691	0 0	0 0
0.236975	0 0	0 0
0.237206	0 0	0 0
0.23749	0 0	0 0
0.237665	0 0	0 0
0.237992	0 0	0 0
0.238166	0 0	0 0
0.238461	0 0	0 0
0.238658	0 0	0 0
0.238932	0 0	0 0
0.239156	0 0	0 0
0.239431	0 0	0 0
0.239655	0 0	0 0
0.23993	0 0	0 0
0.240156	0 0	0 0
0.240431	0 0	0 0
0.240655	0 0	0 0
0.24093	0 0	0 0
0.241155	0 0	0 0
0.24143	0 0	0 0
0.241655	0 0	0 0
0.241931	0 0	0 0
0.242155	0 0	0 0
0.24243	0 0	0 0
0.242657	0 0	0 0
0.24293	0 0	0 0
0.243155	0 0	0 0
0.243432	0 0	0 0
0.243656	0 0	0 0
0.243938	0 0	0 0
0.244156	0 0	0 0
0.244431	0 0	0 0
0.244655	0 0	0 0
0.24493	0 0	0 0
0.245155	0 0	0 0
0.245431	0 0	0 0
0.245655	0 0	0 0
0.24593	0 0	0 0
0.246155	0 0	0 0
0.24643	0 0	0 0
0.246656	0 0	0 0
0.24693	0 0	0 0
0.247155	0 0	0 0
0.24743	0 0	0 0
0.247655	0 0	0 0
0.24793	0 0	0 0
0.248156	0 0	0 0
0.24843	0 0	0 0
0.248656	0 0	0 0
0.24893	0 0	0 0
0.249172	0 0	0 0
0.249435	0 0	0 0
0.250186	0 0	0 0
0.250564	0 0	0 0
0.250755	0 0	0 0
0.250846	0 0	0 0
0.250936	0 0	0 0
0.251026	0 0	0 0
0.251116	0 0	0 0
0.251431	0 0	0 0
0.251658	0 0	0 0
0.25193	0 0	0 0
0.252155	0 0	0 0
0.252429	0 0	0 0
0.252656	0 0	0 0
0.25293	0 0	0 0
0.253158	0 0	0 0
0.25348	0 0	0 0
0.253645	0 0	0 0
0.253998	0 0	0 0
0.254186	0 0	0 0
0.25452	0 0	0 0
0.254704	0 0	0 0
0.254935	0 0	0 0
0.255157	0 0	0 0
0.255432	0 0	0 0
0.255656	0 0	0 0
0.255932	0 0	0 0
0.256156	0 0	0 0
0.256431	0 0	0 0
0.256655	0 0	0 0
0.25693	0 0	0 0
0.257155	0 0	0 0
0.257431	0 0	0 0
0.257656	0 0	0 0
0.257931	0 0	0 0
0.258156	0 0	0 0
0.258432	0 0	0 0
0.258666	0 0	0 0
0.258931	0 0	0 0
0.259155	0 0	0 0
0.25943	0 0	0 0
0.259656	0 0	0 0
0.25993	0 0	0 0
0.260155	0 0	0 0
0.26043	0 0	0 0
0.260655	0 0	0 0
0.26093	0 0	0 0
0.261156	0 0	0 0
0.26143	0 0	0 0
0.261655	0 0	0 0
