time 	 force 	 position
0.113118	0 0	0 0
0.114119	0 0	0 0
0.115124	0 0	0 0
0.116119	0 0	0 0
0.11712	0 0	0 0
0.118119	0 0	0 0
0.119119	0 0	0 0
0.120118	0 0	0 0
0.121118	0 0	0 0
0.122119	0 0	0 0
0.123118	0 0	0 0
0.124118	0 0	0 0
0.125118	0 0	0 0
0.126119	0 0	0 0
0.127118	0 0	0 0
0.12814	0 0	0 0
0.129132	0 0	0 0
0.130119	0 0	0 0
0.131118	0 0	0 0
0.132104	0 0	0 0
0.1331	0 0	0 0
0.1341	0 0	0 0
0.135121	0 0	0 0
0.136109	0 0	0 0
0.137102	0 0	0 0
0.138102	0 0	0 0
0.139101	0 0	0 0
0.1401	0 0	0 0
0.1411	0 0	0 0
0.142105	0 0	0 0
0.143101	0 0	0 0
0.1441	0 0	0 0
0.1451	0 0	0 0
0.1461	0 0	0 0
0.1471	0 0	0 0
0.148103	0 0	0 0
0.1491	0 0	0 0
0.150104	0 0	0 0
0.151122	0 0	0 0
0.152109	0 0	0 0
0.153102	0 0	0 0
0.154101	0 0	0 0
0.155101	0 0	0 0
0.1561	0 0	0 0
0.1571	0 0	0 0
0.158101	0 0	0 0
0.1591	0 0	0 0
0.1601	0 0	0 0
0.161113	0 0	0 0
0.162104	0 0	0 0
0.163102	0 0	0 0
0.1641	0 0	0 0
0.165104	0 0	0 0
0.166101	0 0	0 0
0.1671	0 0	0 0
0.168122	0 0	0 0
0.169126	0 0	0 0
0.170107	0 0	0 0
0.171102	0 0	0 0
0.172101	0 0	0 0
0.1731	0 0	0 0
0.174101	0 0	0 0
0.1751	0 0	0 0
0.1761	0 0	0 0
0.1771	0 0	0 0
0.178102	0 0	0 0
0.1791	0 0	0 0
0.1801	0 0	0 0
0.1811	0 0	0 0
0.182104	0 0	0 0
0.1831	0 0	0 0
0.1841	0 0	0 0
0.185128	0 0	0 0
0.186108	0 0	0 0
0.187103	0 0	0 0
0.1881	0 0	0 0
0.1891	0 0	0 0
0.190101	0 0	0 0
0.1911	0 0	0 0
0.1921	0 0	0 0
0.193102	0 0	0 0
0.194103	0 0	0 0
0.195106	0 0	0 0
0.196108	0 0	0 0
0.197101	0 0	0 0
0.198105	0 0	0 0
0.199102	0 0	0 0
0.200129	0 0	0 0
0.201109	0 0	0 0
0.202117	0 0	0 0
0.203122	0 0	0 0
0.204107	0 0	0 0
0.205102	0 0	0 0
0.206101	0 0	0 0
0.2071	0 0	0 0
0.2081	0 0	0 0
0.2091	0 0	0 0
0.2101	0 0	0 0
0.2111	0 0	0 0
0.2121	0 0	0 0
0.2131	0 0	0 0
0.214101	0 0	0 0
0.215102	0 0	0 0
0.2161	0 0	0 0
0.217099	0 0	0 0
0.2181	0 0	0 0
0.219126	0 0	0 0
0.220109	0 0	0 0
0.221102	0 0	0 0
0.222102	0 0	0 0
0.223103	0 0	0 0
0.224101	0 0	0 0
0.2251	0 0	0 0
0.2261	0 0	0 0
0.227102	0 0	0 0
0.22811	0 0	0 0
0.229104	0 0	0 0
0.230135	0 0	0 0
0.23111	0 0	0 0
0.232129	0 0	0 0
0.233126	0 0	0 0
0.234125	0 0	0 0
0.235124	0 0	0 0
0.236114	0 0	0 0
0.237105	0 0	0 0
0.238104	0 0	0 0
0.239102	0 0	0 0
0.240101	0 0	0 0
0.2411	0 0	0 0
0.2421	0 0	0 0
0.243103	0 0	0 0
0.244101	0 0	0 0
0.2451	0 0	0 0
0.246101	0 0	0 0
0.2471	0 0	0 0
0.248102	0 0	0 0
0.249178	0 0	0 0
0.250132	0 0	0 0
0.2511	0 0	0 0
0.2521	0 0	0 0
0.253103	0 0	0 0
0.254103	0 0	0 0
0.255101	0 0	0 0
0.2561	0 0	0 0
0.2571	0 0	0 0
0.258101	0 0	0 0
0.2591	0 0	0 0
0.2601	0 0	0 0
0.261137	0 0	0 0
0.26212	0 0	0 0
0.263108	0 0	0 0
0.264105	0 0	0 0
0.265105	0 0	0 0
0.266103	0 0	0 0
0.267104	0 0	0 0
0.268102	0 0	0 0
0.269205	0 0	0 0
0.270101	0 0	0 0
0.271101	0 0	0 0
0.2721	0 0	0 0
0.2731	0 0	0 0
0.2741	0 0	0 0
0.275102	0 0	0 0
0.276101	0 0	0 0
0.277101	0 0	0 0
0.278102	0 0	0 0
0.2791	0 0	0 0
0.2801	0 0	0 0
0.281101	0 0	0 0
0.282103	0 0	0 0
0.283101	0 0	0 0
0.284102	0 0	0 0
0.285101	0 0	0 0
0.286102	0 0	0 0
0.287101	0 0	0 0
0.288101	0 0	0 0
0.2891	0 0	0 0
0.290101	0 0	0 0
0.2911	0 0	0 0
0.2921	0 0	0 0
0.2931	0 0	0 0
0.294101	0 0	0 0
0.295123	0 0	0 0
0.296114	0 0	0 0
0.297103	0 0	0 0
0.298106	0 0	0 0
0.299142	0 0	0 0
0.300102	0 0	0 0
0.301102	0 0	0 0
0.302103	0 0	0 0
0.3031	0 0	0 0
0.304102	0 0	0 0
0.3051	0 0	0 0
0.3061	0 0	0 0
0.3071	0 0	0 0
0.3081	0 0	0 0
0.3091	0 0	0 0
0.310102	0 0	0 0
0.311101	0 0	0 0
0.312101	0 0	0 0
0.3131	0 0	0 0
0.314106	0 0	0 0
0.315102	0 0	0 0
0.3161	0 0	0 0
0.317101	0 0	0 0
0.318101	0 0	0 0
0.319116	0 0	0 0
0.320102	0 0	0 0
0.321101	0 0	0 0
0.322101	0 0	0 0
0.3231	0 0	0 0
0.324109	0 0	0 0
0.3251	0 0	0 0
0.326101	0 0	0 0
0.3271	0 0	0 0
0.328106	0 0	0 0
0.329104	0 0	0 0
0.330104	0 0	0 0
0.331102	0 0	0 0
0.332102	0 0	0 0
0.333101	0 0	0 0
0.334101	0 0	0 0
0.3351	0 0	0 0
0.336101	0 0	0 0
0.3371	0 0	0 0
0.338103	0 0	0 0
0.339101	0 0	0 0
0.340102	0 0	0 0
0.341101	0 0	0 0
0.342101	0 0	0 0
0.3431	0 0	0 0
0.3441	0 0	0 0
0.345101	0 0	0 0
0.346101	0 0	0 0
0.3471	0 0	0 0
0.348107	0 0	0 0
0.349103	0 0	0 0
0.350312	0 0	0 0
0.351491	0 0	0 0
0.352131	0 0	0 0
0.353103	0 0	0 0
0.354102	0 0	0 0
0.3551	0 0	0 0
0.3561	0 0	0 0
0.3571	0 0	0 0
0.358101	0 0	0 0
0.3591	0 0	0 0
0.36012	0 0	0 0
0.361108	0 0	0 0
0.362107	0 0	0 0
0.363102	0 0	0 0
0.364116	0 0	0 0
0.365105	0 0	0 0
0.366101	0 0	0 0
0.367101	0 0	0 0
0.3681	0 0	0 0
0.369069	0 0	0 0
0.37012	0 0	0 0
0.371103	0 0	0 0
0.372102	0 0	0 0
0.373101	0 0	0 0
0.374102	0 0	0 0
0.375102	0 0	0 0
0.376101	0 0	0 0
0.377102	0 0	0 0
0.378102	0 0	0 0
0.379102	0 0	0 0
0.380102	0 0	0 0
0.381102	0 0	0 0
0.382102	0 0	0 0
0.3831	0 0	0 0
0.3841	0 0	0 0
0.385065	0 0	0 0
0.386106	0 0	0 0
0.387103	0 0	0 0
0.388101	0 0	0 0
0.3891	0 0	0 0
0.3901	0 0	0 0
0.3911	0 0	0 0
0.3921	0 0	0 0
0.393101	0 0	0 0
0.394066	0 0	0 0
0.395105	0 0	0 0
0.39611	0 0	0 0
0.397107	0 0	0 0
0.398118	0 0	0 0
0.399105	0 0	0 0
0.400102	0 0	0 0
0.4011	0 0	0 0
0.40212	0 0	0 0
0.403109	0 0	0 0
0.404104	0 0	0 0
0.405101	0 0	0 0
0.406101	0 0	0 0
0.4071	0 0	0 0
0.4081	0 0	0 0
0.4091	0 0	0 0
0.4101	0 0	0 0
0.411101	0 0	0 0
0.4121	0 0	0 0
0.413125	0 0	0 0
0.414118	0 0	0 0
0.41511	0 0	0 0
0.416107	0 0	0 0
0.417103	0 0	0 0
0.418103	0 0	0 0
0.419102	0 0	0 0
0.420102	0 0	0 0
0.421102	0 0	0 0
0.422102	0 0	0 0
0.423101	0 0	0 0
0.424102	0 0	0 0
0.425102	0 0	0 0
0.426103	0 0	0 0
0.427102	0 0	0 0
0.428107	0 0	0 0
0.429139	0 0	0 0
0.430108	0 0	0 0
0.431107	0 0	0 0
0.432106	0 0	0 0
0.433125	0 0	0 0
0.434125	0 0	0 0
0.435125	0 0	0 0
0.436125	0 0	0 0
0.437124	0 0	0 0
0.438125	0 0	0 0
0.439124	0 0	0 0
0.440124	0 0	0 0
0.441124	0 0	0 0
0.442124	0 0	0 0
0.443123	0 0	0 0
0.444124	0 0	0 0
0.445123	0 0	0 0
0.446124	0 0	0 0
0.447124	0 0	0 0
0.448123	0 0	0 0
0.449123	0 0	0 0
0.450124	0 0	0 0
0.451123	0 0	0 0
0.452124	0 0	0 0
0.453124	0 0	0 0
0.454124	0 0	0 0
0.455124	0 0	0 0
0.456124	0 0	0 0
0.457123	0 0	0 0
0.458125	0 0	0 0
0.459124	0 0	0 0
0.460124	0 0	0 0
0.461125	0 0	0 0
0.46213	0 0	0 0
0.463134	0 0	0 0
0.464125	0 0	0 0
0.465125	0 0	0 0
0.466125	0 0	0 0
0.467124	0 0	0 0
0.468124	0 0	0 0
0.469123	0 0	0 0
0.470125	0 0	0 0
0.471124	0 0	0 0
0.472124	0 0	0 0
0.473124	0 0	0 0
0.474124	0 0	0 0
0.475124	0 0	0 0
0.476123	0 0	0 0
0.477123	0 0	0 0
0.478127	0 0	0 0
0.479125	0 0	0 0
0.480124	0 0	0 0
0.481123	0 0	0 0
0.482124	0 0	0 0
0.483124	0 0	0 0
0.484123	0 0	0 0
0.485124	0 0	0 0
0.486124	0 0	0 0
0.487124	0 0	0 0
0.488123	0 0	0 0
0.489123	0 0	0 0
0.490124	0 0	0 0
0.491124	0 0	0 0
0.492124	0 0	0 0
0.493123	0 0	0 0
0.494124	0 0	0 0
0.495123	0 0	0 0
0.496151	0 0	0 0
0.497126	0 0	0 0
0.498126	0 0	0 0
0.499125	0 0	0 0
0.500125	0 0	0 0
0.501124	0 0	0 0
0.502124	0 0	0 0
0.503124	0 0	0 0
0.504124	0 0	0 0
0.505124	0 0	0 0
0.506125	0 0	0 0
0.507123	0 0	0 0
0.508124	0 0	0 0
0.509123	0 0	0 0
0.510124	0 0	0 0
0.511124	0 0	0 0
0.512124	0 0	0 0
0.513123	0 0	0 0
0.514124	0 0	0 0
0.515123	0 0	0 0
0.516123	0 0	0 0
0.517104	0 0	0 0
0.518102	0 0	0 0
0.519101	0 0	0 0
0.5201	0 0	0 0
0.521101	0 0	0 0
0.522101	0 0	0 0
0.523101	0 0	0 0
0.5241	0 0	0 0
0.5251	0 0	0 0
0.526101	0 0	0 0
0.5271	0 0	0 0
0.528106	0 0	0 0
0.529113	0 0	0 0
0.530106	0 0	0 0
0.531102	0 0	0 0
0.532104	0 0	0 0
0.533103	0 0	0 0
0.534103	0 0	0 0
0.535102	0 0	0 0
0.536101	0 0	0 0
0.5371	0 0	0 0
0.538101	0 0	0 0
0.5391	0 0	0 0
0.5401	0 0	0 0
0.5411	0 0	0 0
0.542101	0 0	0 0
0.5431	0 0	0 0
0.5441	0 0	0 0
0.5451	0 0	0 0
0.546101	0 0	0 0
0.5471	0 0	0 0
0.548103	0 0	0 0
0.549102	0 0	0 0
0.550103	0 0	0 0
0.551102	0 0	0 0
0.5521	0 0	0 0
0.553101	0 0	0 0
0.554101	0 0	0 0
0.5551	0 0	0 0
0.5561	0 0	0 0
0.557099	0 0	0 0
0.558101	0 0	0 0
0.5591	0 0	0 0
0.5601	0 0	0 0
0.561107	0 0	0 0
0.562117	0 0	0 0
0.56312	0 0	0 0
0.564102	0 0	0 0
0.5651	0 0	0 0
0.566101	0 0	0 0
0.5671	0 0	0 0
0.568103	0 0	0 0
0.569101	0 0	0 0
0.570101	0 0	0 0
0.5711	0 0	0 0
0.5721	0 0	0 0
0.5731	0 0	0 0
0.574101	0 0	0 0
0.5751	0 0	0 0
0.5761	0 0	0 0
0.5771	0 0	0 0
0.578101	0 0	0 0
0.5791	0 0	0 0
0.580101	0 0	0 0
0.581101	0 0	0 0
0.582104	0 0	0 0
0.583103	0 0	0 0
0.584101	0 0	0 0
0.585101	0 0	0 0
0.586103	0 0	0 0
0.587101	0 0	0 0
0.588101	0 0	0 0
0.589102	0 0	0 0
0.590102	0 0	0 0
0.591101	0 0	0 0
0.592101	0 0	0 0
0.593102	0 0	0 0
0.594102	0 0	0 0
0.595114	0 0	0 0
0.596105	0 0	0 0
0.597103	0 0	0 0
0.598103	0 0	0 0
0.599102	0 0	0 0
0.600107	0 0	0 0
0.601101	0 0	0 0
0.602102	0 0	0 0
0.603103	0 0	0 0
0.604103	0 0	0 0
0.605101	0 0	0 0
0.606101	0 0	0 0
0.6071	0 0	0 0
0.6081	0 0	0 0
0.609103	0 0	0 0
0.610101	0 0	0 0
0.611103	0 0	0 0
0.612101	0 0	0 0
0.6131	0 0	0 0
0.614101	0 0	0 0
0.615103	0 0	0 0
0.616102	0 0	0 0
0.6171	0 0	0 0
0.6181	0 0	0 0
0.6191	0 0	0 0
0.6201	0 0	0 0
0.6211	0 0	0 0
0.622101	0 0	0 0
0.6231	0 0	0 0
0.624101	0 0	0 0
0.6251	0 0	0 0
0.6261	0 0	0 0
0.6271	0 0	0 0
0.62813	0 0	0 0
0.629106	0 0	0 0
0.630106	0 0	0 0
0.631101	0 0	0 0
0.632103	0 0	0 0
0.633102	0 0	0 0
0.634101	0 0	0 0
0.635101	0 0	0 0
0.636101	0 0	0 0
0.637101	0 0	0 0
0.638101	0 0	0 0
0.6391	0 0	0 0
0.6401	0 0	0 0
0.6411	0 0	0 0
0.642101	0 0	0 0
0.643101	0 0	0 0
0.6441	0 0	0 0
0.6451	0 0	0 0
0.646101	0 0	0 0
0.6471	0 0	0 0
0.648101	0 0	0 0
0.649102	0 0	0 0
0.650105	0 0	0 0
0.651159	0 0	0 0
0.652109	0 0	0 0
0.653106	0 0	0 0
0.654104	0 0	0 0
0.655102	0 0	0 0
0.656103	0 0	0 0
0.657102	0 0	0 0
0.658102	0 0	0 0
0.659102	0 0	0 0
0.660103	0 0	0 0
0.661102	0 0	0 0
0.662104	0 0	0 0
0.663102	0 0	0 0
0.664102	0 0	0 0
0.665134	0 0	0 0
0.666107	0 0	0 0
0.667104	0 0	0 0
0.668102	0 0	0 0
0.669102	0 0	0 0
0.670126	0 0	0 0
0.671124	0 0	0 0
0.672124	0 0	0 0
0.673123	0 0	0 0
0.674125	0 0	0 0
0.675125	0 0	0 0
0.676124	0 0	0 0
0.677124	0 0	0 0
0.678126	0 0	0 0
0.679124	0 0	0 0
0.680123	0 0	0 0
0.681126	0 0	0 0
0.682127	0 0	0 0
0.683125	0 0	0 0
0.684125	0 0	0 0
0.685124	0 0	0 0
0.686125	0 0	0 0
0.687123	0 0	0 0
0.688123	0 0	0 0
0.689123	0 0	0 0
0.690124	0 0	0 0
0.691124	0 0	0 0
0.692123	0 0	0 0
0.693123	0 0	0 0
0.694124	0 0	0 0
0.695127	0 0	0 0
0.696126	0 0	0 0
0.697128	0 0	0 0
0.698125	0 0	0 0
0.699126	0 0	0 0
0.700124	0 0	0 0
0.701112	0 0	0 0
0.702104	0 0	0 0
0.703101	0 0	0 0
0.704126	0 0	0 0
0.705126	0 0	0 0
0.706127	0 0	0 0
0.707105	0 0	0 0
0.708101	0 0	0 0
0.7091	0 0	0 0
0.7101	0 0	0 0
0.711102	0 0	0 0
0.712102	0 0	0 0
0.7131	0 0	0 0
0.714101	0 0	0 0
0.715104	0 0	0 0
0.716102	0 0	0 0
0.7171	0 0	0 0
0.7181	0 0	0 0
0.7191	0 0	0 0
0.7201	0 0	0 0
0.721101	0 0	0 0
0.7221	0 0	0 0
0.7231	0 0	0 0
0.7241	0 0	0 0
0.725099	0 0	0 0
0.726101	0 0	0 0
0.7271	0 0	0 0
0.728109	0 0	0 0
0.729128	0 0	0 0
0.73012	0 0	0 0
0.731105	0 0	0 0
0.732103	0 0	0 0
0.733101	0 0	0 0
0.734102	0 0	0 0
0.735102	0 0	0 0
0.736103	0 0	0 0
0.737102	0 0	0 0
0.738102	0 0	0 0
0.739101	0 0	0 0
0.740101	0 0	0 0
0.741101	0 0	0 0
0.742101	0 0	0 0
0.743101	0 0	0 0
0.744101	0 0	0 0
0.745102	0 0	0 0
0.746102	0 0	0 0
0.747102	0 0	0 0
0.748101	0 0	0 0
0.749101	0 0	0 0
0.750103	0 0	0 0
0.751104	0 0	0 0
0.752101	0 0	0 0
0.753101	0 0	0 0
0.754102	0 0	0 0
0.755101	0 0	0 0
0.756101	0 0	0 0
0.757101	0 0	0 0
0.758102	0 0	0 0
0.759102	0 0	0 0
0.760104	0 0	0 0
0.761102	0 0	0 0
0.762113	0 0	0 0
0.763117	0 0	0 0
0.764104	0 0	0 0
0.765101	0 0	0 0
0.766102	0 0	0 0
0.767101	0 0	0 0
0.768101	0 0	0 0
0.769102	0 0	0 0
0.770102	0 0	0 0
0.771121	0 0	0 0
0.772102	0 0	0 0
0.773101	0 0	0 0
0.7741	0 0	0 0
0.7751	0 0	0 0
0.7761	0 0	0 0
0.7771	0 0	0 0
0.778099	0 0	0 0
0.7791	0 0	0 0
0.780102	0 0	0 0
0.7811	0 0	0 0
0.7821	0 0	0 0
0.7831	0 0	0 0
0.784099	0 0	0 0
0.7851	0 0	0 0
0.7861	0 0	0 0
0.7871	0 0	0 0
0.7881	0 0	0 0
0.7891	0 0	0 0
0.7901	0 0	0 0
0.791099	0 0	0 0
0.792101	0 0	0 0
0.793107	0 0	0 0
0.794103	0 0	0 0
0.795107	0 0	0 0
0.79611	0 0	0 0
0.797108	0 0	0 0
0.798103	0 0	0 0
0.799102	0 0	0 0
0.800102	0 0	0 0
0.801102	0 0	0 0
0.802102	0 0	0 0
0.803101	0 0	0 0
0.804102	0 0	0 0
0.80513	0 0	0 0
0.806105	0 0	0 0
0.807103	0 0	0 0
0.808102	0 0	0 0
0.809101	0 0	0 0
0.810103	0 0	0 0
0.811101	0 0	0 0
0.812108	0 0	0 0
0.813102	0 0	0 0
0.814107	0 0	0 0
0.815103	0 0	0 0
0.816101	0 0	0 0
0.8171	0 0	0 0
0.818101	0 0	0 0
0.8191	0 0	0 0
0.8201	0 0	0 0
0.8211	0 0	0 0
0.822101	0 0	0 0
0.8231	0 0	0 0
0.8241	0 0	0 0
0.8251	0 0	0 0
0.826102	0 0	0 0
0.8271	0 0	0 0
0.828102	0 0	0 0
0.82911	0 0	0 0
0.830104	0 0	0 0
0.831104	0 0	0 0
0.832108	0 0	0 0
0.8331	0 0	0 0
0.834101	0 0	0 0
0.835101	0 0	0 0
0.8361	0 0	0 0
0.8371	0 0	0 0
0.838103	0 0	0 0
0.8391	0 0	0 0
0.8401	0 0	0 0
0.8411	0 0	0 0
0.842102	0 0	0 0
0.8431	0 0	0 0
0.8441	0 0	0 0
0.8451	0 0	0 0
0.846102	0 0	0 0
0.8471	0 0	0 0
0.8481	0 0	0 0
0.8491	0 0	0 0
0.850101	0 0	0 0
0.851101	0 0	0 0
0.8521	0 0	0 0
0.853101	0 0	0 0
0.854101	0 0	0 0
0.855101	0 0	0 0
0.8561	0 0	0 0
0.857099	0 0	0 0
0.858101	0 0	0 0
0.859101	0 0	0 0
0.8601	0 0	0 0
0.861099	0 0	0 0
0.862104	0 0	0 0
0.863136	0 0	0 0
0.864109	0 0	0 0
0.86511	0 0	0 0
0.866105	0 0	0 0
0.867101	0 0	0 0
0.868101	0 0	0 0
0.8691	0 0	0 0
0.8701	0 0	0 0
0.871104	0 0	0 0
0.8721	0 0	0 0
0.873103	0 0	0 0
0.874101	0 0	0 0
0.8751	0 0	0 0
0.8761	0 0	0 0
0.8771	0 0	0 0
0.878103	0 0	0 0
0.879101	0 0	0 0
0.8801	0 0	0 0
0.881102	0 0	0 0
0.882101	0 0	0 0
0.8831	0 0	0 0
0.8841	0 0	0 0
0.8851	0 0	0 0
0.8861	0 0	0 0
0.8871	0 0	0 0
0.8881	0 0	0 0
0.8891	0 0	0 0
0.8901	0 0	0 0
0.891101	0 0	0 0
0.8921	0 0	0 0
0.893102	0 0	0 0
0.894102	0 0	0 0
0.895101	0 0	0 0
0.896115	0 0	0 0
0.897104	0 0	0 0
0.898108	0 0	0 0
0.899104	0 0	0 0
0.900102	0 0	0 0
0.901101	0 0	0 0
0.902102	0 0	0 0
0.903104	0 0	0 0
0.904103	0 0	0 0
0.905103	0 0	0 0
0.906117	0 0	0 0
0.907106	0 0	0 0
0.908103	0 0	0 0
0.909103	0 0	0 0
0.910104	0 0	0 0
0.911102	0 0	0 0
0.912103	0 0	0 0
0.913102	0 0	0 0
0.914104	0 0	0 0
0.915107	0 0	0 0
0.916105	0 0	0 0
0.917449	0 0	0 0
0.918137	0 0	0 0
0.919103	0 0	0 0
0.920102	0 0	0 0
0.921101	0 0	0 0
0.922103	0 0	0 0
0.923105	0 0	0 0
0.924102	0 0	0 0
0.925102	0 0	0 0
0.926102	0 0	0 0
0.927102	0 0	0 0
0.928102	0 0	0 0
0.929103	0 0	0 0
0.930119	0 0	0 0
0.931116	0 0	0 0
0.932103	0 0	0 0
0.933101	0 0	0 0
0.934103	0 0	0 0
0.935101	0 0	0 0
0.9361	0 0	0 0
0.9371	0 0	0 0
0.938101	0 0	0 0
0.939101	0 0	0 0
0.9401	0 0	0 0
0.9411	0 0	0 0
0.942102	0 0	0 0
0.9431	0 0	0 0
0.9441	0 0	0 0
0.9451	0 0	0 0
0.946102	0 0	0 0
0.947101	0 0	0 0
0.9481	0 0	0 0
0.9491	0 0	0 0
0.950101	0 0	0 0
0.9511	0 0	0 0
0.9521	0 0	0 0
0.9531	0 0	0 0
0.954102	0 0	0 0
0.955101	0 0	0 0
0.956101	0 0	0 0
0.9571	0 0	0 0
0.9581	0 0	0 0
0.9591	0 0	0 0
0.9601	0 0	0 0
0.961108	0 0	0 0
0.962112	0 0	0 0
0.963122	0 0	0 0
0.964112	0 0	0 0
0.965103	0 0	0 0
0.966101	0 0	0 0
0.967101	0 0	0 0
0.9681	0 0	0 0
0.9691	0 0	0 0
0.9701	0 0	0 0
0.971109	0 0	0 0
0.972103	0 0	0 0
0.973102	0 0	0 0
0.974102	0 0	0 0
0.9751	0 0	0 0
0.9761	0 0	0 0
0.9771	0 0	0 0
0.978101	0 0	0 0
0.979102	0 0	0 0
0.980124	0 0	0 0
0.981123	0 0	0 0
0.982124	0 0	0 0
0.983124	0 0	0 0
0.984123	0 0	0 0
0.985123	0 0	0 0
0.986125	0 0	0 0
0.987123	0 0	0 0
0.988124	0 0	0 0
0.989123	0 0	0 0
0.990125	0 0	0 0
0.991123	0 0	0 0
0.992123	0 0	0 0
0.993124	0 0	0 0
0.994124	0 0	0 0
0.995124	0 0	0 0
0.996109	0 0	0 0
0.997109	0 0	0 0
0.998123	0 0	0 0
0.999105	0 0	0 0
1.0001	0 0	0 0
1.0011	0 0	0 0
1.0021	0 0	0 0
1.0031	0 0	0 0
1.0041	0 0	0 0
1.0051	0 0	0 0
1.00611	0 0	0 0
1.0071	0 0	0 0
1.0081	0 0	0 0
1.0091	0 0	0 0
1.0101	0 0	0 0
1.0111	0 0	0 0
1.0121	0 0	0 0
1.0131	0 0	0 0
1.0141	0 0	0 0
1.01512	0 0	0 0
1.01628	0 0	0 0
1.01715	0 0	0 0
1.01812	0 0	0 0
1.0191	0 0	0 0
1.0201	0 0	0 0
1.0211	0 0	0 0
1.0221	0 0	0 0
1.0231	0 0	0 0
1.0241	0 0	0 0
1.0251	0 0	0 0
1.0261	0 0	0 0
1.0271	0 0	0 0
1.0281	0 0	0 0
1.02914	0 0	0 0
1.03011	0 0	0 0
1.03111	0 0	0 0
1.03253	0 0	0 0
1.03354	0 0	0 0
1.03413	0 0	0 0
1.0351	0 0	0 0
1.0361	0 0	0 0
1.0371	0 0	0 0
1.0381	0 0	0 0
1.0391	0 0	0 0
1.0401	0 0	0 0
1.0411	0 0	0 0
1.0421	0 0	0 0
1.0431	0 0	0 0
1.0441	0 0	0 0
1.0451	0 0	0 0
1.0461	0 0	0 0
1.0471	0 0	0 0
1.04812	0 0	0 0
1.0491	0 0	0 0
1.0501	0 0	0 0
1.0511	0 0	0 0
1.0521	0 0	0 0
1.0531	0 0	0 0
1.0541	0 0	0 0
1.0551	0 0	0 0
1.0561	0 0	0 0
1.0571	0 0	0 0
1.0581	0 0	0 0
1.0591	0 0	0 0
1.0601	0 0	0 0
1.0611	0 0	0 0
1.06213	0 0	0 0
1.06312	0 0	0 0
1.06411	0 0	0 0
1.06513	0 0	0 0
1.06613	0 0	0 0
1.06713	0 0	0 0
